ID,gender,has_a_car,has_a_property,children_count,income,employment_status,education_level,marital_status,dwelling,age,employment_length,job_title,family_member_count,is_high_risk,cluster
5089382,M,Y,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,55,0,Laborers,2.0,0,1
5089393,F,Y,N,0,562500.0,Working,Higher education,Married,House / apartment,40,7,Managers,2.0,0,0
5089394,F,Y,N,0,562500.0,Working,Higher education,Married,House / apartment,40,7,Managers,2.0,0,1
5089396,F,Y,N,0,562500.0,Working,Higher education,Married,House / apartment,40,7,Managers,2.0,0,0
5089397,F,Y,N,0,562500.0,Working,Higher education,Married,House / apartment,40,7,Managers,2.0,0,1
5089401,F,Y,N,0,562500.0,Working,Higher education,Married,House / apartment,40,7,Managers,2.0,0,1
5089402,F,Y,N,0,562500.0,Working,Higher education,Married,House / apartment,40,7,Managers,2.0,0,1
5089404,F,Y,N,0,562500.0,Working,Higher education,Married,House / apartment,40,7,Managers,2.0,0,0
5089417,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,60,10,High skill tech staff,2.0,0,0
5089418,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,60,10,High skill tech staff,2.0,0,0
5089419,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,60,10,High skill tech staff,2.0,0,2
5089420,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,60,10,High skill tech staff,2.0,0,0
5089421,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,60,10,High skill tech staff,2.0,0,0
5090661,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,60,10,High skill tech staff,2.0,0,0
5089429,F,N,N,0,171000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,66,0,Unemployee,1.0,0,0
5089442,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,52,9,High skill tech staff,1.0,0,0
5089443,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,52,9,High skill tech staff,1.0,0,0
5089444,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,52,9,High skill tech staff,1.0,0,2
5089445,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,52,9,High skill tech staff,1.0,0,0
5089454,F,N,N,0,103500.0,Pensioner,Higher education,Married,House / apartment,60,0,Unemployee,2.0,0,0
5089458,F,N,N,0,103500.0,Pensioner,Higher education,Married,House / apartment,60,0,Unemployee,2.0,0,0
5089459,F,N,N,0,103500.0,Pensioner,Higher education,Married,House / apartment,60,0,Unemployee,2.0,0,0
5090673,F,N,N,0,103500.0,Pensioner,Higher education,Married,House / apartment,60,0,Unemployee,2.0,0,1
5089463,F,N,N,2,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,38,0,Core staff,4.0,0,1
5089464,F,N,N,2,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,38,0,Core staff,4.0,0,0
5089465,F,N,N,2,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,38,0,Core staff,4.0,0,1
5089466,F,N,N,2,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,38,0,Core staff,4.0,0,1
5089470,F,N,N,2,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,38,0,Core staff,4.0,0,0
5089473,M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,39,9,Laborers,2.0,0,0
5090675,F,N,N,1,36000.0,Working,Secondary / secondary special,Married,Rented apartment,36,15,Laborers,3.0,0,0
5089485,F,N,N,2,315000.0,Commercial associate,Higher education,Married,House / apartment,35,0,Managers,4.0,0,2
5089487,F,N,N,2,315000.0,Commercial associate,Higher education,Married,House / apartment,35,0,Managers,4.0,0,2
5090678,F,N,N,2,315000.0,Commercial associate,Higher education,Married,House / apartment,35,0,Managers,4.0,0,2
5089500,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,24,0,Drivers,1.0,0,1
5089506,F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,38,4,Core staff,3.0,0,0
5089507,F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,38,4,Core staff,3.0,0,1
5089508,F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,38,4,Core staff,3.0,0,0
5089509,F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,38,4,Core staff,3.0,0,1
5089511,F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,38,4,Core staff,3.0,0,1
5089513,F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,38,4,Core staff,3.0,0,1
5089516,F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,38,4,Core staff,3.0,0,0
5089517,F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,38,4,Core staff,3.0,0,1
5089518,F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,38,4,Core staff,3.0,0,1
5089522,F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,36,6,Medicine staff,2.0,0,1
5089523,F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,36,6,Medicine staff,2.0,0,1
5089524,F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,36,6,Medicine staff,2.0,0,0
5089525,F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,36,6,Medicine staff,2.0,0,2
5089526,F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,36,6,Medicine staff,2.0,0,1
5089527,F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,36,6,Medicine staff,2.0,0,1
5089528,F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,36,6,Medicine staff,2.0,0,1
5089529,F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,36,6,Medicine staff,2.0,0,1
5089530,F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,36,6,Medicine staff,2.0,0,2
5089531,F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,36,6,Medicine staff,2.0,0,1
5089532,F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,36,6,Medicine staff,2.0,0,1
5089533,F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,36,6,Medicine staff,2.0,0,0
5089534,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,50,15,Laborers,2.0,0,0
5089535,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,50,15,Laborers,2.0,0,0
5089536,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,50,15,Laborers,2.0,0,2
5089537,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,50,15,Laborers,2.0,0,1
5089538,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,50,15,Laborers,2.0,0,0
5089539,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,50,15,Laborers,2.0,0,2
5089541,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,50,15,Laborers,2.0,0,0
5089542,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,50,15,Laborers,2.0,0,0
5090679,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,50,15,Laborers,2.0,0,1
5089544,F,N,N,1,135000.0,Working,Higher education,Separated,House / apartment,36,5,Core staff,2.0,0,1
5089549,F,N,N,1,135000.0,Working,Higher education,Separated,House / apartment,36,5,Core staff,2.0,0,2
5089550,F,N,N,1,135000.0,Working,Higher education,Separated,House / apartment,36,5,Core staff,2.0,0,1
5089554,F,N,N,1,135000.0,Working,Higher education,Separated,House / apartment,36,5,Core staff,2.0,0,0
5089556,F,Y,N,0,157500.0,Working,Incomplete higher,Single / not married,House / apartment,31,8,Managers,1.0,0,1
5089562,F,Y,N,0,157500.0,Working,Incomplete higher,Single / not married,House / apartment,31,8,Managers,1.0,0,0
5089563,F,Y,N,0,157500.0,Working,Incomplete higher,Single / not married,House / apartment,31,8,Managers,1.0,0,1
5089564,F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,31,7,Sales staff,2.0,0,1
5089565,F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,31,7,Sales staff,2.0,1,1
5089566,F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,31,7,Sales staff,2.0,0,1
5089567,F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,31,7,Sales staff,2.0,0,0
5089569,F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,31,7,Sales staff,2.0,0,1
5089570,F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,31,7,Sales staff,2.0,0,0
5089572,F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,31,7,Sales staff,2.0,0,1
5089573,F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,31,7,Sales staff,2.0,0,1
5089574,F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,31,7,Sales staff,2.0,0,0
5089575,F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,31,7,Sales staff,2.0,0,1
5089576,F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,31,7,Sales staff,2.0,0,0
5090690,F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,31,7,Sales staff,2.0,0,1
5089585,M,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,With parents,24,2,Laborers,1.0,0,0
5089586,M,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,With parents,24,2,Laborers,1.0,0,0
5089591,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,36,4,Drivers,2.0,0,0
5089598,F,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,32,4,Sales staff,4.0,0,0
5089601,F,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,32,4,Sales staff,4.0,0,0
5089602,F,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,32,4,Sales staff,4.0,0,0
5089603,F,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,32,4,Sales staff,4.0,0,0
5089605,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41,4,Laborers,2.0,0,1
5089606,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41,4,Laborers,2.0,0,1
5089607,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41,4,Laborers,2.0,0,0
5089609,F,Y,N,0,247500.0,Working,Higher education,Married,House / apartment,44,5,Laborers,2.0,0,2
5089611,F,Y,N,0,247500.0,Working,Higher education,Married,House / apartment,44,5,Laborers,2.0,0,0
5089616,F,Y,N,0,247500.0,Working,Higher education,Married,House / apartment,44,5,Laborers,2.0,0,2
5089618,F,Y,N,0,247500.0,Working,Higher education,Married,House / apartment,44,5,Laborers,2.0,0,0
5089621,F,Y,N,0,247500.0,Working,Higher education,Married,House / apartment,44,5,Laborers,2.0,0,0
5089623,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,44,0,Sales staff,2.0,0,0
5089624,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,44,0,Sales staff,2.0,0,0
5089634,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,44,0,Sales staff,2.0,0,0
5089635,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,44,0,Sales staff,2.0,0,0
5089646,M,N,N,1,157500.0,Working,Higher education,Separated,With parents,30,3,Laborers,2.0,0,0
5089650,F,N,N,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,45,1,Core staff,1.0,0,1
5089656,F,N,N,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,45,1,Core staff,1.0,0,2
5089657,F,N,N,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,45,1,Core staff,1.0,0,2
5089658,F,N,N,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,45,1,Core staff,1.0,0,1
5089659,F,N,N,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,45,1,Core staff,1.0,0,1
5089661,F,N,N,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,45,1,Core staff,1.0,0,1
5089664,F,N,N,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,45,1,Core staff,1.0,0,1
5089667,M,N,N,0,157500.0,Working,Lower secondary,Married,House / apartment,41,0,Drivers,2.0,0,2
5089673,F,Y,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,36,10,High skill tech staff,4.0,0,0
5089675,F,Y,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,36,10,High skill tech staff,4.0,0,1
5089676,F,Y,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,36,10,High skill tech staff,4.0,0,1
5090712,F,Y,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,36,10,High skill tech staff,4.0,0,0
5090713,F,Y,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,36,10,High skill tech staff,4.0,0,1
5089683,M,Y,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,41,1,Drivers,2.0,0,1
5089687,F,N,N,0,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,43,0,Cooking staff,2.0,0,0
5089688,F,N,N,0,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,43,0,Cooking staff,2.0,0,0
5089690,F,N,N,0,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,43,0,Cooking staff,2.0,0,0
5089691,F,N,N,0,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,43,0,Cooking staff,2.0,0,0
5089692,F,N,N,0,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,43,0,Cooking staff,2.0,0,0
5089693,F,N,N,0,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,43,0,Cooking staff,2.0,0,0
5089694,F,N,N,0,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,43,0,Cooking staff,2.0,0,1
5089695,F,N,N,0,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,43,0,Cooking staff,2.0,0,0
5090715,F,N,N,0,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,43,0,Cooking staff,2.0,0,0
5089703,M,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,40,6,Security staff,2.0,0,1
5089706,M,N,N,0,130500.0,Working,Secondary / secondary special,Single / not married,With parents,32,9,Laborers,1.0,0,0
5089707,M,N,N,0,130500.0,Working,Secondary / secondary special,Single / not married,With parents,32,9,Laborers,1.0,0,2
5089709,M,N,N,0,130500.0,Working,Secondary / secondary special,Single / not married,With parents,32,9,Laborers,1.0,0,1
5089710,M,N,N,0,130500.0,Working,Secondary / secondary special,Single / not married,With parents,32,9,Laborers,1.0,0,1
5089711,M,N,N,0,130500.0,Working,Secondary / secondary special,Single / not married,With parents,32,9,Laborers,1.0,0,0
5089724,F,N,N,0,234000.0,Working,Secondary / secondary special,Widow,House / apartment,60,28,Laborers,1.0,0,1
5090719,F,N,N,0,234000.0,Working,Secondary / secondary special,Widow,House / apartment,60,28,Laborers,1.0,0,1
5089727,F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65,0,Unemployee,1.0,0,0
5089728,F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65,0,Unemployee,1.0,0,1
5089730,F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65,0,Unemployee,1.0,0,0
5089732,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52,18,Cleaning staff,2.0,0,0
5089733,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52,18,Cleaning staff,2.0,0,0
5089734,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52,18,Cleaning staff,2.0,0,0
5089736,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52,18,Cleaning staff,2.0,0,0
5089739,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52,18,Cleaning staff,2.0,0,1
5089742,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52,18,Cleaning staff,2.0,0,0
5089744,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52,18,Cleaning staff,2.0,0,0
5089746,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52,18,Cleaning staff,2.0,0,0
5089748,M,N,N,1,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,49,14,Laborers,2.0,0,2
5089754,M,N,N,1,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,49,14,Laborers,2.0,0,0
5089762,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,29,7,Laborers,4.0,0,1
5089766,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,29,7,Laborers,4.0,0,0
5089768,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,29,7,Laborers,4.0,0,0
5089769,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,29,7,Laborers,4.0,0,0
5089770,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,29,7,Laborers,4.0,0,1
5089771,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,29,7,Laborers,4.0,0,0
5089772,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,29,7,Laborers,4.0,0,1
5089776,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,40,20,Laborers,2.0,0,2
5089777,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,40,20,Laborers,2.0,0,2
5089778,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,40,20,Laborers,2.0,0,1
5089779,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,40,20,Laborers,2.0,0,2
5089780,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,40,20,Laborers,2.0,0,0
5089782,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,40,20,Laborers,2.0,0,1
5089783,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,40,20,Laborers,2.0,0,2
5089784,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,40,20,Laborers,2.0,0,0
5089788,F,N,Y,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,60,3,Cleaning staff,1.0,0,0
5089789,F,N,Y,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,60,3,Cleaning staff,1.0,0,1
5089792,F,N,Y,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,60,3,Cleaning staff,1.0,0,0
5089793,F,N,Y,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,60,3,Cleaning staff,1.0,0,0
5089800,F,N,Y,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,60,3,Cleaning staff,1.0,0,2
5089801,F,N,Y,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,60,3,Cleaning staff,1.0,0,2
5089802,F,N,Y,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,60,3,Cleaning staff,1.0,0,0
5090779,F,N,Y,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,60,3,Cleaning staff,1.0,0,0
5089806,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,33,9,Managers,3.0,0,0
5089808,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,33,9,Managers,3.0,0,1
5089820,F,N,N,1,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,31,3,Cleaning staff,2.0,0,1
5089843,F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45,5,Core staff,3.0,0,1
5089844,F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45,5,Core staff,3.0,0,1
5089845,F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45,5,Core staff,3.0,0,0
5089846,F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45,5,Core staff,3.0,0,0
5089849,F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45,5,Core staff,3.0,0,0
5089857,F,Y,N,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,43,0,Sales staff,3.0,0,0
5089858,F,Y,N,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,43,0,Sales staff,3.0,0,0
5089866,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0,Unemployee,2.0,0,0
5089868,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0,Unemployee,2.0,0,1
5089883,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,52,0,Unemployee,2.0,0,1
5089885,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,52,0,Unemployee,2.0,0,1
5089886,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,52,0,Unemployee,2.0,0,1
5090852,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,52,0,Unemployee,2.0,0,0
5090886,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,29,4,Sales staff,2.0,0,1
5089894,F,N,Y,0,67500.0,Pensioner,Higher education,Single / not married,Municipal apartment,65,0,Unemployee,1.0,0,1
5089896,F,N,Y,0,67500.0,Pensioner,Higher education,Single / not married,Municipal apartment,65,0,Unemployee,1.0,0,1
5090905,F,N,Y,0,67500.0,Pensioner,Higher education,Single / not married,Municipal apartment,65,0,Unemployee,1.0,0,1
5090906,F,N,Y,0,67500.0,Pensioner,Higher education,Single / not married,Municipal apartment,65,0,Unemployee,1.0,0,0
5090941,F,N,Y,0,47790.0,Pensioner,Secondary / secondary special,Married,House / apartment,56,0,Unemployee,2.0,0,0
5089903,M,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,3,Low-skill Laborers,2.0,0,1
5089904,M,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,3,Low-skill Laborers,2.0,0,1
5089905,M,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,3,Low-skill Laborers,2.0,0,1
5089909,M,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,3,Low-skill Laborers,2.0,0,0
5089910,M,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,3,Low-skill Laborers,2.0,0,0
5089914,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0,Unemployee,2.0,0,1
5089923,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0,Unemployee,2.0,0,0
5089924,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0,Unemployee,2.0,0,2
5089926,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,55,10,Managers,2.0,0,1
5089942,F,Y,Y,0,360000.0,State servant,Higher education,Married,House / apartment,40,17,Core staff,2.0,0,0
5089945,F,Y,Y,0,360000.0,State servant,Higher education,Married,House / apartment,40,17,Core staff,2.0,0,1
5089946,F,Y,Y,0,360000.0,State servant,Higher education,Married,House / apartment,40,17,Core staff,2.0,0,0
5089947,F,Y,Y,0,360000.0,State servant,Higher education,Married,House / apartment,40,17,Core staff,2.0,0,0
5089961,M,Y,Y,3,450000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48,8,Managers,5.0,0,2
5089962,M,Y,Y,3,450000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,48,8,Managers,5.0,0,0
5089976,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,61,30,Laborers,2.0,0,0
5089979,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,61,30,Laborers,2.0,0,0
5089981,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0,Unemployee,2.0,0,1
5089982,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0,Unemployee,2.0,0,0
5089983,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0,Unemployee,2.0,0,0
5089986,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0,Unemployee,2.0,0,1
5089988,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0,Unemployee,2.0,0,1
5089989,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0,Unemployee,2.0,0,1
5089992,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0,Unemployee,2.0,0,0
5089993,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0,Unemployee,2.0,0,0
5089994,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0,Unemployee,2.0,0,0
5089995,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0,Unemployee,2.0,0,1
5089996,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0,Unemployee,2.0,0,0
5090000,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0,Unemployee,2.0,0,0
5090003,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0,Unemployee,2.0,0,2
5090004,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0,Unemployee,2.0,0,0
5090722,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0,Unemployee,2.0,0,1
5090016,M,Y,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,33,4,Laborers,2.0,0,1
5090017,M,Y,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,33,4,Laborers,2.0,0,0
5090745,M,Y,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,33,4,Laborers,2.0,0,0
5090018,F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,27,1,Core staff,2.0,0,0
5090019,F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,27,1,Core staff,2.0,0,0
5090020,F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,27,1,Core staff,2.0,0,1
5090023,F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,27,1,Core staff,2.0,0,0
5090024,F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,27,1,Core staff,2.0,0,1
5090027,F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,27,1,Core staff,2.0,0,0
5090028,F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,27,1,Core staff,2.0,0,1
5090771,F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,27,1,Core staff,2.0,0,0
5090030,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35,2,Laborers,2.0,0,0
5090031,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35,2,Laborers,2.0,0,1
5090040,M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,38,17,Core staff,3.0,0,0
5090042,M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,38,17,Core staff,3.0,0,0
5090046,M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,38,17,Core staff,3.0,0,2
